nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action;codice_corretto_imdb_umano;nome_corretto_umano
STEVE PICERNI;TRUE;Stunts;Stunts;Se7en;;nm0681613;Steve Picerni;A;;
STEVE SURABIAN;TRUE;Drivers;Transportation Department;Se7en;;nm0839524;Steve Surabian;A;;
STEVEN T PURI;TRUE;Visual Effects and Main Title Producers;Visual Effects;Se7en;;nm0003065;Steven T Puri;A;;
STUART GATES;TRUE;Laborers;Art Department;Se7en;;nm0309629;Stuart Gates;A;;
Suzanne Smith;TRUE;CASTING BY;Casting Directors;Se7en;;nm0189792;Suzanne Smith;A;;
THOMAS BRADER;TRUE;Brad Pitt's Stand-in;Additional Crew;Se7en;;nm0102974;Thomas Brader;A;;
THOMAS EARLY;TRUE;Propmakers;Art Department;Se7en;;nm0247410;Thomas Early;A;;
TIM STADLER;TRUE;Painter decorators;Art Department;Se7en;;nm0821168;Tim Stadler;A;;
TIM THOMPSON;TRUE;Visual Effects Coordinator;Visual Effects;Se7en;;nm0860784;Tim Thompson;A;;
TOBY EMMERICH;TRUE;Executive in Charge of Music;Music Department;Se7en;;nm0256497;Toby Emmerich;A;;
TOM GIBSON;TRUE;Best Boy Grip;Camera and Electrical Department;Se7en;;nm2356389;Tom Gibson;A;;
TONY HOFFMAN;TRUE;Product Placement;Additional Crew;Se7en;;nm0389115;Tony Hoffman;A;;
TRENT REZNOR;TRUE;Written by (Closer);Composers;Se7en;;nm0722153;Trent Reznor;A;;
TUDOR SHERRARD;TRUE;Coupon Man Outside Pizza Parlor;Cast;Se7en;;nm0792643;Tudor Sherrard;A;;
VAN JEWELL;TRUE;Labor Gang Bosses;Art Department;Se7en;;nm0422453;Van Jewell;A;;
VINCENT REYNAUD;TRUE;Art Director;Art Directors;Se7en;;nm0721537;Vincent Reynaud;A;;
VIRGIL ROSS;TRUE;Labor Tool Room Keepers;Art Department;Se7en;;nm0743911;Virgil Ross;A;;
WAYNE STONE;TRUE;Transportation Captain;Transportation Department;Se7en;;nm0832220;Wayne Stone;A;;
WENDY COX;TRUE;Production Coordinator;Production Managers;Se7en;;nm0185287;Wendy Cox;A;;
WILLIAM B. DOANE;TRUE;Special Effects;Special Effects;Se7en;;nm0229555;William B. Doane;A;;
WILLIAM C. GERRITY;TRUE;Line Producer;Producers;Se7en;;nm0314772;William C. Gerrity;A;;
WILLIAM E. FITCH;TRUE;Best Boy Grip;Camera and Electrical Department;Se7en;;nm0280029;William E. Fitch;A;;
WILLIAM HOY;TRUE;Editor;Editors;Se7en;;nm0398343;William Hoy;A;;
WILLIE D. BURTON;TRUE;Production Sound Mixer;Sound Department;Se7en;;nm0123770;Willie D. Burton;A;;
YIN CANTOR;TRUE;Assistant Sound Supervisor;Sound Department;Se7en;;nm0134684;Yin Cantor;A;;
ALAN AFRIAT;TRUE;Film Editor;Editors;The World At War S01E03;;nm0012740;Alan Afriat;A;;
FREDDIE SLADE;TRUE;Dubbing Mixer;Dubbing_Sound;The World At War S01E03;;nm0805169;Freddie Slade;A;;
IAN KESTLE;TRUE;Graphics;Art Department;The World At War S01E03;;nm0450455;Ian Kestle;A;;
ISOBEL HINSHELWOOD;TRUE;Stills Research;Additional Crew;The World At War S01E03;;nm0385906;Isobel Hinshelwood;A;;
JEREMY ISAACS;TRUE;Produced by;Producers;The World At War S01E03;;nm0410551;Jeremy Isaacs;A;;
JEROME KUEHL;TRUE;Script Associate;Script and Continuity Department;The World At War S01E03;;nm0473859;Jerome Kuehl;A;;
LAURENCE OLIVIER;TRUE;Narrated by;Cast;The World At War S01E03;;nm0000059;Laurence Olivier;A;;
NOBLE FRANKLAND;TRUE;Historical Adviser;Additional Crew;The World At War S01E03;;nm0291327;Noble Frankland;A;;
PETER BATTY;TRUE;Written & Produced by;Writers;The World At War S01E03;;nm0061567;Peter Batty;A;;
ROGER CHINERY;TRUE;Laboratory Liaison;Additional Crew;The World At War S01E03;;nm0157843;Roger Chinery;A;;
ADAM JENKINS;TRUE;Re-recording Mixers;Sound Department;Twin Peaks S01E03;;nm0420756;Adam Jenkins;A;;
AL STROBEL;TRUE;One-Armed Man;Cast;Twin Peaks S01E03;;nm0834689;Al Strobel;A;;
ALEXIS SEYMOUR;TRUE;Assistant Music Editor;Music Department;Twin Peaks S01E03;;nm0786796;Alexis Seymour;A;;
ANGELO BADALAMENTI;TRUE;Music Composed & Conducted By;Composers;Twin Peaks S01E03;;nm0000823;Angelo Badalamenti;A;;
ANGELO BADALAMENTI;TRUE;Orchestrations;Music Department;Twin Peaks S01E03;;nm0000823;Angelo Badalamenti;A;;
ANNETTE E. FABRIZI;TRUE;Hair;Makeup Department;Twin Peaks S01E03;;nm0264765;Annette E. Fabrizi;A;;
BETH COTTER;TRUE;2nd Assistant Camera;Camera and Electrical Department;Twin Peaks S01E03;;nm0182949;Beth Cotter;A;;
BRIAN KASCH;TRUE;Set Decorator;Set Decorators;Twin Peaks S01E03;;nm0440444;Brian Kasch;A;;
CHARLIE SPRADLING;TRUE;Swabbie;Cast;Twin Peaks S01E03;;nm0518680;Charlie Spradling;A;;
CHRISTOPHER T. GERRITY;TRUE;2nd Assistant Directors;Second Unit Directors or Assistant Directors;Twin Peaks S01E03;;nm0314766;Christopher T. Gerrity;A;;
DANA ASHBROOK;TRUE;;Cast;Twin Peaks S01E03;;nm0000796;Dana Ashbrook;A;;
DAVE ROBINSON;TRUE;Property Master;Art Department;Twin Peaks S01E03;;nm1349207;Dave Robinson;A;;
DAVID PATRICK KELLY;TRUE;;Cast;Twin Peaks S01E03;;nm0446314;David Patrick Kelly;A;;
DEBBY TRUTNIK;TRUE;Assistant to David Lynch;Additional Crew;Twin Peaks S01E03;;nm0874463;Debby Trutnik;A;;
DEEPAK NAYAR;TRUE;2nd Assistant Directors;Second Unit Directors or Assistant Directors;Twin Peaks S01E03;;nm0623235;Deepak Nayar;A;;
ELAINE J. HUZZAR;TRUE;Casting Assistant;Casting Directors;Twin Peaks S01E03;;nm0404803;Elaine J. Huzzar;A;;
EVERETT McGILL;TRUE;;Cast;Twin Peaks S01E03;;nm0569239;Everett McGill;A;;
FRANK BYERS;TRUE;Director of Photography;Cinematographers;Twin Peaks S01E03;;nm0125809;Frank Byers;A;;
GARY ALEXANDER;TRUE;Re-recording Mixers;Sound Department;Twin Peaks S01E03;;nm0018428;Gary Alexander;A;;
GARY HERSHBERGER;TRUE;;Cast;Twin Peaks S01E03;;nm0380912;Gary Hershberger;A;;
GRACE ZABRISKIE;TRUE;Guest Starring;Cast;Twin Peaks S01E03;;nm0951471;Grace Zabriskie;A;;
GREG VAN DYKE;TRUE;Transportation Captain;Transportation Department;Twin Peaks S01E03;;nm0886730;Greg Van Dyke;A;;
GREGG FIENBERG;TRUE;Produced by;Producers;Twin Peaks S01E03;;nm0276385;Gregg Fienberg;A;;
GREGG FIENBERG;TRUE;Production Manager;Production Managers;Twin Peaks S01E03;;nm0276385;Gregg Fienberg;A;;
HARRY GOAZ;TRUE;;Cast;Twin Peaks S01E03;;nm0323556;Harry Goaz;A;;
JANE GOLDSMITH;TRUE;Script Supervisor;Script and Continuity Department;Twin Peaks S01E03;;nm0326082;Jane Goldsmith;A;;
JOAN CHEN;TRUE;as Jocelyn Packard;Cast;Twin Peaks S01E03;;nm0001040;Joan Chen;A;;
JOHANNA RAY;TRUE;Original & Series Casting by;Casting Directors;Twin Peaks S01E03;;nm0712874;Johanna Ray;A;;
JOHN HAENY;TRUE;Sound Effects Editor;Sound Department;Twin Peaks S01E03;;nm0353039;John Haeny;A;;
JONATHAN P. SHAW;TRUE;Editor;Editors;Twin Peaks S01E03;;nm0789804;Jonathan P. Shaw;A;;
KEITH COX;TRUE;Construction Coordinator;Art Department;Twin Peaks S01E03;;nm0185113;Keith Cox;A;;
KEN BLACKWELL;TRUE;Assistant Editors;Editorial Department;Twin Peaks S01E03;;nm0085923;Ken Blackwell;A;;
KIM LENTZ;TRUE;Bartender;Cast;Twin Peaks S01E03;;nm0502304;Kim Lentz;A;;
KIMMY ROBERTSON;TRUE;;Cast;Twin Peaks S01E03;;nm0731927;Kimmy Robertson;A;;
KYLE MACLACHLAN;TRUE;Starring;Cast;Twin Peaks S01E03;;nm0001492;Kyle MacLachlan;A;;
LARA FLYNN BOYLE;TRUE;;Cast;Twin Peaks S01E03;;nm0001223;Lara Flynn Boyle;A;;
LORI L. ESCHLER;TRUE;Music Editor;Music Department;Twin Peaks S01E03;;nm0002669;Lori L. Eschler;A;;
MADCHEN AMICK;TRUE;;Cast;Twin Peaks S01E03;;nm0000749;Mädchen Amick;A;;
MARY JO DESCHANEL;TRUE;;Cast;Twin Peaks S01E03;;nm0221044;Mary Jo Deschanel;A;;
MICHAEL HORSE;TRUE;;Cast;Twin Peaks S01E03;;nm0395398;Michael Horse;A;;
MICHAEL ONTKEAN;TRUE;;Cast;Twin Peaks S01E03;;nm0648920;Michael Ontkean;A;;
OKOWITA;TRUE;Art Director;Art Directors;Twin Peaks S01E03;;nm0645698;Okowita;A;;
PAMELA REISENLEITER;TRUE;Assistant Editors;Editorial Department;Twin Peaks S01E03;;nm0718413;Pamela Reisenleiter;A;;
PATRICIA NORRIS;TRUE;Production Designer & Costume Designer;Production Designers;Twin Peaks S01E03;;nm0635876;Patricia Norris;A;;
PAULA K. SHIMATSU-U;TRUE;Assistant to Mark Frost;Additional Crew;Twin Peaks S01E03;;nm2596687;Paula K. Shimatsu-u;A;;
PEGGY LIPTON;TRUE;;Cast;Twin Peaks S01E03;;nm0005152;Peggy Lipton;A;;
PIPER LAURIE;TRUE;as Catherine Martell;Cast;Twin Peaks S01E03;;nm0001453;Piper Laurie;A;;
RICHARD BEYMER;TRUE;;Cast;Twin Peaks S01E03;;nm0000937;Richard Beymer;A;;
RICHARD HOOVER;TRUE;Production Designer;Production Designers;Twin Peaks S01E03;;nm0393922;Richard Hoover;A;;
ROBERT BAUER;TRUE;Johnny Horne;Cast;Twin Peaks S01E03;;nm4652698;Robert Bauer;A;;
ROBERT D. SIMON;TRUE;Unit Production Manager;Production Managers;Twin Peaks S01E03;;nm0800358;Robert D. Simon;A;;
ROBERT FERRARA;TRUE;Gaffer;Camera and Electrical Department;Twin Peaks S01E03;;nm0273955;Robert Ferrara;A;;
RUSS TAMBLYN;TRUE;as Dr. Jacoby;Cast;Twin Peaks S01E03;;nm0848560;Russ Tamblyn;A;;
SARA MARKOWITZ;TRUE;Costume Designer;Costume Designers;Twin Peaks S01E03;;nm0548742;Sara Markowitz;A;;
SHERILYN FENN;TRUE;;Cast;Twin Peaks S01E03;;nm0000145;Sherilyn Fenn;A;;
SHERYL LEE;TRUE;;Cast;Twin Peaks S01E03;;nm0498247;Sheryl Lee;A;;
STEVE BOYD;TRUE;Transportation Coordinator;Transportation Department;Twin Peaks S01E03;;nm0101920;Steve Boyd;A;;
STEVE SHARE;TRUE;Location Manager;Location Managers;Twin Peaks S01E03;;nm0788731;Steve Share;A;;
SUZANNE HARGROVE;TRUE;Assistant to Gregg Fienberg;Additional Crew;Twin Peaks S01E03;;nm2597628;Suzanne Hargrove;A;;
TIM HARBERT;TRUE;Production Supervisor;Production Managers;Twin Peaks S01E03;;nm0361911;Tim Harbert;A;;
VICTORIA CATLIN;TRUE;;Cast;Twin Peaks S01E03;;nm0146206;Victoria Catlin;A;;
WALTER HOYLMAN;TRUE;Sound Mixer;Sound Department;Twin Peaks S01E03;;nm0398395;Walter Hoylman;A;;
WARREN FROST;TRUE;;Cast;Twin Peaks S01E03;;nm0296583;Warren Frost;A;;
WENDY ROBIE;TRUE;;Cast;Twin Peaks S01E03;;nm0732133;Wendy Robie;A;;
ANGELA BEVERIDGE;TRUE;Vision Mixer;Editorial Department;Yes, Prime Minister S01E08;;nm0079704;Angela Beveridge;A;;
ANTONY JAY;TRUE;by;Writers;Yes, Prime Minister S01E08;;nm0419572;Antony Jay;A;;
BRIAN GWASPARI;TRUE;;Cast;Yes, Prime Minister S01E08;;nm0350312;Brian Gwaspari;A;;
CAROLYN LYSTER;TRUE;;Cast;Yes, Prime Minister S01E08;;nm0972510;Carolyn Lyster;A;;
CHRIS WADSWORTH;TRUE;Videotape Editor;Editorial Department;Yes, Prime Minister S01E08;;nm0905616;Chris Wadsworth;A;;
CHRISTINE CROW;TRUE;Assistant Floor Manager;Additional Crew;Yes, Prime Minister S01E08;;nm0189530;Christine Crow;A;;
DEREK FOWLDS;TRUE;;Cast;Yes, Prime Minister S01E08;;nm0288621;Derek Fowlds;A;;
DEREK FOWLDS;TRUE;;Cast;Yes, Prime Minister S01E08;;nm0288621;Derek Fowlds;A;;
GERALD SCARFE;TRUE;Title Sequence;Art Department;Yes, Prime Minister S01E08;;nm0769156;Gerald Scarfe;A;;
GLORIA CLAYTON;TRUE;Design;Production Designers;Yes, Prime Minister S01E08;;nm0165698;Gloria Clayton;A;;
JACKIE FOOTE;TRUE;Floor Manager;Additional Crew;Yes, Prime Minister S01E08;;nm1128963;Jackie Foote;A;;
JOHN DAILLEY;TRUE;Camera Supervisor;Camera and Electrical Department;Yes, Prime Minister S01E08;;nm1112223;John Dailley;A;;
JONATHAN LYNN;TRUE;and;Writers;Yes, Prime Minister S01E08;;nm0528718;Jonathan Lynn;A;;
JUDY LOE;TRUE;Production Assistant;Additional Crew;Yes, Prime Minister S01E08;;nm1051866;Judy Loe;A;;
NIGEL HAWTHORNE;TRUE;;Cast;Yes, Prime Minister S01E08;;nm0001329;Nigel Hawthorne;A;;
NIGEL HAWTHORNE;TRUE;;Cast;Yes, Prime Minister S01E08;;nm0001329;Nigel Hawthorne;A;;
PAUL EDDINGTON;TRUE;Starring;Cast;Yes, Prime Minister S01E08;;nm0248844;Paul Eddington;A;;
PAUL EDDINGTON;TRUE;;Cast;Yes, Prime Minister S01E08;;nm0248844;Paul Eddington;A;;
PETER BARVILLE;TRUE;Sound;Sound Department;Yes, Prime Minister S01E08;;nm0059466;Peter Barville;A;;
REG POULTER;TRUE;Technical Co-Ordinator;Additional Crew;Yes, Prime Minister S01E08;;nm1465524;Reg Poulter;A;;
RICHARD WINTER;TRUE;Costume Designer;Costume Designers;Yes, Prime Minister S01E08;;nm0935820;Richard Winter;A;;
RON BRISTOW;TRUE;Lighting Director;Camera and Electrical Department;Yes, Prime Minister S01E08;;nm0109961;Ron Bristow;A;;
RONNIE HAZLEHURST;TRUE;Music;Composers;Yes, Prime Minister S01E08;;nm0372024;Ronnie Hazlehurst;A;;
SYDNEY LOTTERBY;TRUE;Produced and Directed by;Directors;Yes, Prime Minister S01E08;;nm0521535;Sydney Lotterby;A;;
SYDNEY LOTTERBY;TRUE;Produced and Directed by;Producers;Yes, Prime Minister S01E08;;nm0521535;Sydney Lotterby;A;;
EDRA GALE;TRUE;;Cast;8 1-2;;nm0301841;Eddra Gale;M;;
HEDY VESSEL;TRUE;;Cast;8 1-2;;nm0895299;Edy Vessel;M;;
ORIETTA NASALLI ROCCA;TRUE;ASS. COSTUMI;Costume and Wardrobe Department;8 1-2;;nm0621583;Orietta Nasalli-Rocca;M;;
B. Holiday ;TRUE;THE CHILD;Composers;Amelie;;nm1633643;Ben Holiday;M;nm0390507;Billie Holiday
Christophe Cottet;TRUE;Transfert vidéo;Additional Crew;Amelie;;nm14424907;Christophe Motte;M;Assente;
Franck Mettre;TRUE;Repiquage;Sound Department;Amelie;;nm1222531;Frank Mettre;M;;
Georgi Lazarevsky;TRUE;Assistée de;Camera and Electrical Department;Amelie;;nm1030794;Georgi Lazarevski;M;;
Igor Thomas Gerard;TRUE;Assistant créateur sonore;Sound Department;Amelie;;nm1054931;Igor Thomas-Gerard;M;;
Kenneth Cornilse;TRUE;Machinistes;Camera and Electrical Department;Amelie;;nm0180410;Kenneth Cornils;M;;
Kerstin Krätz;TRUE;Assistante accessoiriste;Art Department;Amelie;;nm1098001;Kerstin Krötz;M;;
M. Schonberger;TRUE;WHISPERING;Composers;Amelie;;nm11012995;Omer Schonberger;M;nm1488256;Malvin Schonberger
Marco Paccosi;TRUE;Retouches Matador;Visual Effects;Amelie;;nm0655103;Marc Paccosi;M;;
Marilena Cavola Hardy;TRUE;Assistante monteur son;Sound Department;Amelie;;nm5420898;Mariléna Cassola Hardy;M;nm0147183;Marilena Cavola
Morgann Sagel;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm1927195;Morgan Sagel;M;;
Onkel Tuka;TRUE;Constructeurs;Art Department;Amelie;;nm16638064;Onkel Tuca;M;;
Pascale Boillot;TRUE;Peintres du 'Déjeuner des Canotiers' de Renoir;Art Department;Amelie;;nm1220347;Pascale Bouillot;M;;
Solenn Collignon;TRUE;Retouches Matador;Visual Effects;Amelie;;nm1220493;Solena Collignon;M;;
Stefan De Leeuw;TRUE;Assistants caméra;Camera and Electrical Department;Amelie;;nm1222150;Stefan de Leuw;M;;
Véronique Zilberfain;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm1382163;Veronique Zylberfain;M;;
Volker Schaefer;TRUE;Chef décorateur;Art Department;Amelie;;nm0778094;Volker Schäfer;M;;
Wolfgang Gobsberg;TRUE;Constructeurs;Art Department;Amelie;;nm0331441;Wolfgang Gosberg;M;;
Yves Domexjoud;TRUE;;Special Effects;Amelie;;nm0231404;Yves Domenjoud;M;;
A. D. FLOWERS;TRUE;Special Effects Coordinators;Special Effects;Apocalypse Now;;nm0283166;A.D. Flowers;M;;
ANDREW AARON;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm10054167;Aaron Andrew;M;;
ANGELO GRAHAM;TRUE;Art Director;Art Directors;Apocalypse Now;;nm0333908;Angelo P. Graham;M;;
BARRIE OSBORNE;TRUE;Production Managers;Production Managers;Apocalypse Now;;nm0651614;Barrie M. Osborne;M;;
BERNARD L. KRAUSE;TRUE;Synthesists;Music Department;Apocalypse Now;;nm0470177;Bernard Krause;M;;
BILLY KREUTZMANN;TRUE;;Music Department;Apocalypse Now;;nm0471066;Bill Kreutzmann;M;;
CLIFFORD LATIMER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0004213;Cliff Latimer;M;;
DALE GRAHN;TRUE;Color Timer;Additional Crew;Apocalypse Now;;nm10557807;Grant Dale;M;nm0334391;Dale E. Grahn
DENNIS M. FILL;TRUE;Costumers;Costume and Wardrobe Department;Apocalypse Now;;nm0277176;Dennis Fill;M;;
DOUGLAS HEMPHILL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0376153;Doug Hemphill;M;;
ERICH STRATMAN;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now;;nm0833600;Erich Stratmann;M;;
EVAN LOTTMAN;TRUE;Additional Editors;Editorial Department;Apocalypse Now;;nm0521554;Evan A. Lottman;M;;
GEORGE BERNOT;TRUE;Associate Editor;Editorial Department;Apocalypse Now;;nm0076625;George Berndt;M;;
GRAY FREDRICKSON;TRUE;Co-Produced by;Producers;Apocalypse Now;;nm0292875;Gray Frederickson;M;;
HATTIE JAMES;TRUE;Clean's Mother (Voice);Cast;Apocalypse Now;;nm9284381;James Hatten;M;nm0416550;Hattie Bell
HENRI SADARDIEL;TRUE;French Soldier #1;Cast;Apocalypse Now;;nm1025168;Henri Sadardeil;M;;
JACK JACOBSEN;TRUE;Production Recordists;Sound Department;Apocalypse Now;;nm0414726;Jack C. Jacobsen;M;;
JAMES A. BORGARDT;TRUE;Dialogue Editors;Sound Department;Apocalypse Now;;nm1615261;James Borgardt;M;nm0096472;Jim Borgardt
JAMES CASEY;TRUE;Sculptor;Art Department;Apocalypse Now;;nm2174850;Casey James;M;nm1223040;James B. Casey
JOHN C. READE;TRUE;Transportation Coordinators;Transportation Department;Apocalypse Now;;nm0713904;John Reade;M;;
KERRY ROSSAL;TRUE;Stuntmen;Stunts;Apocalypse Now;;nm0743953;Kerry Rossall;M;;
LIZA RANDOL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0709853;Liz Randol;M;;
NORMAN BURZA;TRUE;Costumers;Costume and Wardrobe Department;Apocalypse Now;;nm0123852;Norman A. Burza;M;;
RICHARD CIRINCIONE;TRUE;Supervising Sound Editor;Sound Department;Apocalypse Now;;nm0162758;Richard P. Cirincione;M;;
RICHARD HELMER;TRUE;Special Effects Men;Special Effects;Apocalypse Now;;nm0375690;Richard O. Helmer;M;;
RUDY LISCZAK;TRUE;Special Effects Men;Special Effects;Apocalypse Now;;nm0514302;Rudy Liszczak;M;;
SHELLEY IGGINS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3988119;Shelley Higgins;M;;
TERRY J. LEONARD;TRUE;Stunt Coordinator;Stunts;Apocalypse Now;;nm0502777;Terry Leonard;M;;
ALEKSANDER VERMUL;TRUE;Video Assistant;Camera and Electrical Department;Chernobyl S01E01;;nm10987518;Alexander Vermul;M;;
ANDREW GOROVOY;TRUE;2nd Chief Electrician;Camera and Electrical Department;Chernobyl S01E01;;nm6025055;Andrew Gorovyi;M;;
ANDREY SHILOV;TRUE;2nd Assistant Camera;Camera and Electrical Department;Chernobyl S01E01;;nm10987519;Andrey Shlov;M;;
CHLOE MUTON-PHILIPS;TRUE;Prosthetics Make-Up Artists;Makeup Department;Chernobyl S01E01;;nm4166845;Chloe Muton-Phillips;M;;
DMITRIY KLUBNICHKIN;TRUE;Drone Operator;Camera and Electrical Department;Chernobyl S01E01;;nm10838751;Dmitry Klubnichkin;M;;
DUGGIE McMEEKIN;TRUE;Yuvchenko;Cast;Chernobyl S01E01;;nm7077073;Douggie McMeekin;M;;
EGOR POGREBNIAK;TRUE;2nd Unit Unit Manager;Production Managers;Chernobyl S01E01;;nm6024927;Iegor Pogrebniak;M;;
ELINA ERÄNAN;TRUE;1st Assistant Camera;Camera and Electrical Department;Chernobyl S01E01;;nm3309921;Elina Eränen;M;;
EMIL SHKULSKY;TRUE;Production Manager;Production Managers;Chernobyl S01E01;;nm10593210;Emil Shkulskiy;M;;
EVGENIY KHLEBNIKOV;TRUE;Set Manager;Production Managers;Chernobyl S01E01;;nm12368716;Evgeny Khlebnikov;M;;
GYTENIS JANUSAS;TRUE;Assistant Props;Art Department;Chernobyl S01E01;;nm6144132;Janusas Gytenis;M;;
JULIA TIHOMIROVA;TRUE;Make-Up & Hair Assistant/Buyer;Makeup Department;Chernobyl S01E01;;nm10510170;Julia Tikhonirova;M;;
JUZEFA SALATYNSKAJA;TRUE;On Set Seamstress;Costume and Wardrobe Department;Chernobyl S01E01;;nm4066152;Juzefa Salatinskaja;M;;
KARIN JAKOBSSON;TRUE;2nd Assistant Camera: A Camera;Camera and Electrical Department;Chernobyl S01E01;;nm6645764;Karin Jacobsson;M;;
KSENIA KOCHNEVA;TRUE;Art Department Accountant;Additional Crew;Chernobyl S01E01;;nm6024977;Senia Kochneva;M;;
MAKSYM MAKSYMCHUK;TRUE;Chief Electrician;Camera and Electrical Department;Chernobyl S01E01;;nm17133168;Maksim Maksymchuk;M;;
NATALIYA SKARZHEPA;TRUE;Costume Supervisor;Costume and Wardrobe Department;Chernobyl S01E01;;nm12562248;Natalia Skarzhepa;M;;
NESSA ZHANG MINGFANG;TRUE;3D Artists;Visual Effects;Chernobyl S01E01;;nm11319493;Nessa Mingfang Zhang;M;;
OLEG BUBLYK;TRUE;2nd Unit Best Boy;Camera and Electrical Department;Chernobyl S01E01;;nm6034213;Oleg Bublik;M;;
PAVEL CHUYKO;TRUE;Grip;Camera and Electrical Department;Chernobyl S01E01;;nm8872442;Pavel Chuiko;M;;
ROB HOW;TRUE;Line Producer;Producers;Chernobyl S01E01;;nm2474340;Rob Ho;M;nm0397077;Robert How
ROLANDAS JONELUKSTIS;TRUE;1st Assistant Camera: B Camera;Camera and Electrical Department;Chernobyl S01E01;;nm1371051;Rolandas Joneliukstis;M;;
SERGEY GODLEVSKIY;TRUE;Prop Buyers;Art Department;Chernobyl S01E01;;nm10762470;Sergei Godlevskiy;M;;
SHERRI WORREL;TRUE;Animal Humane Representative;Additional Crew;Chernobyl S01E01;;nm7183889;Sherri Worrell;M;;
STEFAN HENDRIX;TRUE;Supervising Sound Editor;Sound Department;Chernobyl S01E01;;nm0377702;Stefan Henrix;M;;
TATIANA CHERNIKOVA;TRUE;Seamstress;Costume and Wardrobe Department;Chernobyl S01E01;;nm5459537;Tatyana Chernikova;M;;
TERRENCE HARRINGTON;TRUE;Chargehand Props;Art Department;Chernobyl S01E01;;nm9427282;Terence Harrington;M;;
VALERA LATUGA;TRUE;2nd Unit Gaffer;Camera and Electrical Department;Chernobyl S01E01;;nm2966573;Valery Latuga;M;;
VICTOR SNISAREVKO;TRUE;Electricians;Camera and Electrical Department;Chernobyl S01E01;;nm8006430;Victor Snisarenko;M;;
VLADIMIR RADLINSKIY;TRUE;Art Director;Art Directors;Chernobyl S01E01;;nm5419207;Vladimir Radlinski;M;;
YURIY RYBCHENKO;TRUE;Best Boy;Camera and Electrical Department;Chernobyl S01E01;;nm12719877;Yuriy Bychenko;M;;
ZANETA JASIUNIENE;TRUE;Make-Up & Hair Artists;Makeup Department;Chernobyl S01E01;;nm1506236;Jasiune Zaneta;M;;
Alejandro Grave;TRUE;Jonas;Dubbing;Dark S01E09;Dubbing_Cast;nm13924098;Alejandro Rave;M;;
ARNO KLAWITTER;TRUE;H.G. TANNHAUS 1953;Cast;Dark S01E09;;nm0458486;Arnd Klawitter;M;;
Benoît DU PAC;TRUE;Direction artistique;Dubbing;Dark S01E09;Dubbing_Director;nm1363363;Benoît Dupac;M;;
BJÖRN SUSEN;TRUE;GAFFER;Camera and Electrical Department;Dark S01E09;;nm0839814;Bjoern Susen;M;;
Bradley Painter;TRUE;Jonas Kahnwald (2019);Dubbing;Dark S01E09;Dubbing_Cast;nm9267580;Bradley Pather;M;;
Carlos Campanille;TRUE;;Dubbing;Dark S01E09;Dubbing_Cast;nm1832530;Carlos Campanile;M;nm17814760;Carlos Campanille
CHRISTIN JAHRMƒRKER;TRUE;DAILY CAMERA ASSISTANTS;Camera and Electrical Department;Dark S01E09;;nm6440847;Christin Jahrmärker;M;;
FLORIAN DOERDELMANN;TRUE;LEGAL & BUSINESS AFFAIRS;Additional Crew;Dark S01E09;;nm9240765;Florian Dördelmann;M;;
FLOW JEAN-LOUIS;TRUE;2ND UNIT ELECTRICIANS;Camera and Electrical Department;Dark S01E09;;nm1319404;Flow Jean Louis;M;;
HOLGER OHLHUS;TRUE;2ND UNIT ELECTRICIANS;Camera and Electrical Department;Dark S01E09;;nm1327767;Holger Olhus;M;;
JULIA HUEBENER;TRUE;DAILY COSTUMERS;Costume and Wardrobe Department;Dark S01E09;;nm5180726;Julia Hübener;M;;
KARIN FALTHAUSER;TRUE;AGER / DYER;Costume and Wardrobe Department;Dark S01E09;;nm3754663;Karin Faltlhauser;M;;
LARS VOIGTLƒNDER;TRUE;2ND UNIT GAFFERS;Camera and Electrical Department;Dark S01E09;;nm2015026;Lars Voigtländer;M;;
MATTHIAS HILDEBRAND;TRUE;ELECTRICIANS;Camera and Electrical Department;Dark S01E09;;nm3980143;Mathias Hildebrand;M;;
MICHAEL STANCYCK;TRUE;FOLEY ARTIST;Sound Department;Dark S01E09;;nm2238995;Michael Stancyk;M;;
MONIQUE POLLƒHNE;TRUE;VISUAL EFFECTS COORDINATORS;Visual Effects;Dark S01E09;;nm8932694;Monique Pollaehne;M;;
ROCCO ARNOT;TRUE;2ND UNIT SET RUNNERS;Additional Crew;Dark S01E09;;nm9240763;Rocco Arndt;M;;
Tanja Runk;TRUE;Tradução;Dubbing;Dark S01E09;Dubbing_Adaptors;nm10458053;Tanja Funk;M;Assente;
