nome;is_person;role_detail;role_group;numero_episodio
Michèle Bataille;TRUE;Peintres du 'DÃ©jeuner des Canotiers' de Renoir;Art Department;Amelie
MK2 - Les Films du Carrosse;FALSE;;Miscellaneous Companies;Amelie
MMC INDEPENDENT GMBH;FALSE;;Production Companies;Amelie
MMC Independent GmbH;FALSE;;Production Companies;Amelie
Mme Delattre;TRUE;;Thanks;Amelie
Mme Labbe;TRUE;;Thanks;Amelie
Mme. HO;TRUE;;Thanks;Amelie
Mme. NONIN;TRUE;;Thanks;Amelie
Monette Malroux;TRUE;les jumelles;Cast;Amelie
Morgann Sagel;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie
Myriam Labbe;TRUE;la cliente du tabac;Cast;Amelie
Myriam Roger;TRUE;Renforts coiffure;Makeup Department;Amelie
Nadia Le Bayon;TRUE;Stagiaires;Additional Crew;Amelie
Naïve;FALSE;Distribution;Music Department;Amelie
NATHALIE TISSIER;TRUE;Maquillage;Makeup Department;Amelie
Naxos;FALSE;;Music Department;Amelie
Nicolas Davy;TRUE;RÃ©gisseurs adjoints;Location Managers;Amelie
Nicolas Nicole;TRUE;Stagiaires;Additional Crew;Amelie
Nicolas Pele;TRUE;Traitement numÃ©rique;Editorial Department;Amelie
Nicole Heitzmann;TRUE;Administratrice de production;Production Finance and Accounting;Amelie
Noël Chainbaux;TRUE;;Special Effects;Amelie
Olivier Cazzitti;TRUE;Ãlectriciens;Camera and Electrical Department;Amelie
Olivier Chalifour;TRUE;Stagiaire;Additional Crew;Amelie
Olivier Delpy;TRUE;Menuisiers;Art Department;Amelie
Olivier Gleyze;TRUE;;Special Effects;Amelie
Olivier Revillon;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie
Olivier Tubach;TRUE;Recherche et dÃ©veloppement;Visual Effects;Amelie
Onkel Tuka;TRUE;Constructeurs;Art Department;Amelie
P L S;FALSE;Location vÃ©hicules techniques;Miscellaneous Companies;Amelie
Panavision Alga;FALSE;MatÃ©riel machinerie;Miscellaneous Companies;Amelie
Pascal Roy;TRUE;DeuxiÃ¨me assistant Ã  la rÃ©alisation;Second Unit Directors or Assistant Directors;Amelie
Pascale Boillot;TRUE;Peintres du 'DÃ©jeuner des Canotiers' de Renoir;Art Department;Amelie
Pascaline Girardot;TRUE;Cascades physiques;Stunts;Amelie
Pathé - Images Bank;FALSE;;Miscellaneous Companies;Amelie
Patricia Medjahed;TRUE;Graphistes compositing 'Dutruc';Visual Effects;Amelie
Patricia Van;TRUE;Assistante enfants;Additional Crew;Amelie
Patrick Cauderlier;TRUE;Cascades physiques;Stunts;Amelie
Patrick de Ranter;TRUE;Steadicam;Camera and Electrical Department;Amelie
Patrick Herbil;TRUE;Chauffeur de production;Transportation Department;Amelie
Patrick Paroux;TRUE;le souffleur de rue;Cast;Amelie
Patrick Pitavino;TRUE;Animaliers;Additional Crew;Amelie
Paule Dare;TRUE;son employÃ©e;Cast;Amelie
Peg Leg Sam Jackson;TRUE;"extrait de: ""born for hard luck"" avec";Unknown;Amelie
Petra Klimek;TRUE;Assistants dÃ©corateurs;Art Department;Amelie
Philippe Beautier;TRUE;le facteur de Poulain;Cast;Amelie
Philippe Paimblanc;TRUE;le contrÃ´leur du train;Cast;Amelie
Photomaton S.A.;FALSE;Photomatons;Miscellaneous Companies;Amelie
Pierre Villette;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie
PIERRE-JACQUES BENICHOU;TRUE;Casting;Casting Directors;Amelie
Presse Sport;FALSE;;Miscellaneous Companies;Amelie
R. Wootton;TRUE;CIRIBIRIBIN (Trad. Arrt);Soundtrack;Amelie
R.A. Whiting;TRUE;GUILTY;Soundtrack;Amelie
R.A.T.P.;FALSE;;Miscellaneous Companies;Amelie
Ralf Schwamborn;TRUE;Accessoiristes de plateau;Property Department;Amelie
Raymonde Heudeline;TRUE;la caissiÃ¨re du train fantÃ´me;Cast;Amelie
Régis Iacono;TRUE;FÃ©lix L'Herbier;Cast;Amelie
Rémi Canaple;TRUE;Cascades physiques;Stunts;Amelie
Reynald Desbant;TRUE;Renforts coiffure;Makeup Department;Amelie
Richard Rodgers;TRUE;WITH A SONG IN MY HEART;Soundtrack;Amelie
Rip Hampton O'Neil;TRUE;Directeur technique;Additional Crew;Amelie
Robert Dona;TRUE;Machinistes;Camera and Electrical Department;Amelie
Robert Gendreu;TRUE;le client du cafÃ©;Cast;Amelie
Robert Spika;TRUE;Stagiaires;Additional Crew;Amelie
Rudy Galindo;TRUE;;Thanks;Amelie
Rufus;TRUE;;Cast;Amelie
S. Barber;TRUE;ADAGIO POUR CORDES;Soundtrack;Amelie
Sandra Oumar;TRUE;Assistants camÃ©ra;Camera and Electrical Department;Amelie
Sébastien Guyomard;TRUE;Technicien Photomaton;Additional Crew;Amelie
Sébastien Lagniez;TRUE;Cascades voitures;Stunts;Amelie
Sébastien Seveau;TRUE;Cascades voitures;Stunts;Amelie
Serge Merlin;TRUE;;Cast;Amelie
Séverine de Wever;TRUE;ChargÃes de projets;Visual Effects;Amelie
SGAC Bellan;FALSE;Assurances;Miscellaneous Companies;Amelie
Sherman Clay (Miller Music);FALSE;;Music Department;Amelie
Société Castres-Donabedian;FALSE;;Miscellaneous Companies;Amelie
Société Omega;FALSE;;Miscellaneous Companies;Amelie
SOFINERGIE 5;FALSE;avec la collaboration de la Sofica;Production Companies;Amelie
Solenn Collignon;TRUE;Retouches Matador;Visual Effects;Amelie
Sonny Miller ;TRUE;GOT A DATE WITH AN ANGEL;Soundtrack;Amelie
Sony ATV Publishing France;FALSE;"Sauf ""QUIMPER 94"", ""LA VALSE DES MONSTRES"" et ""LE BANQUET""";Miscellaneous Companies;Amelie
SOPHIE CHIABAUT;TRUE;Son;Sound Department;Amelie
Sophie Mollard;TRUE;Stagiaire;Additional Crew;Amelie
Sophie Tellier;TRUE;la Tante Josette;Cast;Amelie
Sophie Vermersch;TRUE;Avec la collaboration de;Additional Crew;Amelie
Stefan De Leeuw;TRUE;Assistants camÃ©ra;Camera and Electrical Department;Amelie
Stefan Quentin;TRUE;Chef Constructeur;Art Department;Amelie
Stéphane Bourdon;TRUE;Conseillers armes;Property Department;Amelie
Stéphane Chauvet;TRUE;Sculpteur;Art Department;Amelie
Stéphane de Rocquigny;TRUE;Assistants;Sound Department;Amelie
Stéphane Deverly;TRUE;Recherche et dÃ©veloppement;Visual Effects;Amelie
Stéphane Dittoo;TRUE;Graphistes compositing 'Dutruc';Visual Effects;Amelie
Stéphane Kramer;TRUE;Musique originale enregistrÃ©e par;Music Department;Amelie
Stéphane Lefebvre;TRUE;Stagiaires;Additional Crew;Amelie
Stéphanie Dargent;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie
Studios la Cour;FALSE;Casting;Miscellaneous Companies;Amelie
Svetlana Novak;TRUE;Assistante de production;Production Department;Amelie
Sylvie Bello;TRUE;Assistantes;Costume and Wardrobe Department;Amelie
Tapioca Films;FALSE;;Production Companies;Amelie
TAPIOCA FILMS;FALSE;;Production Companies;Amelie
Tatou Location - Manganelli;FALSE;MatÃ©riel vidÃ©o;Miscellaneous Companies;Amelie
Technovision;FALSE;CamÃ©ras et Objectifs;Miscellaneous Companies;Amelie
Thery;TRUE;Affiches murales;Art Department;Amelie
Thierry Arfeuilleres;TRUE;l'homme statue;Cast;Amelie
Thierry Delobel;TRUE;Graphistes compositing 'Dutruc';Visual Effects;Amelie
Thierry Gibault;TRUE;le client aux endives;Cast;Amelie
Thierry Reymonenq;TRUE;;Special Effects;Amelie
Thierry Tronchet;TRUE;AssistÃ©e de;Camera and Electrical Department;Amelie
Thomas Brucge;TRUE;Ãlectriciens;Camera and Electrical Department;Amelie
Thomas Duval;TRUE;Superviseur tournage;Visual Effects;Amelie
Thomas Parnet;TRUE;Stagiaires;Additional Crew;Amelie
Thomas Sidopoulos;TRUE;Renfort;Camera and Electrical Department;Amelie
Thorsten Sabel;TRUE;Assistants dÃ©corateurs;Art Department;Amelie
Ticky Holgado;TRUE;avec la participation de;Cast;Amelie
Tim Liehr;TRUE;Machinistes;Camera and Electrical Department;Amelie
Timo Von Burgsdorf;TRUE;Ãlectriciens;Camera and Electrical Department;Amelie
Tina Lin;TRUE;NumÃ©risation et conformation;Editorial Department;Amelie
Tommaso Vergallo;TRUE;Directeur des productions;Production Managers;Amelie
Torsten Schneider;TRUE;Stagiaires;Additional Crew;Amelie
Totheme 54 ;FALSE;;Miscellaneous Companies;Amelie
Trans World International, Inc.;FALSE;;Miscellaneous Companies;Amelie
Transpalux;FALSE;MatÃ©riel Ã©lectrique;Miscellaneous Companies;Amelie
UFD;FALSE;USE FOR DISTRIBUTION;Distributors;Amelie
UGC;FALSE;prÃ©sentent;Production Companies;Amelie
UGC;FALSE;;Production Companies;Amelie
UGC International;FALSE;Ventes internationales;Sales Representatives / ISA;Amelie
Universal Music Special projects France;FALSE;under license from;Music Department;Amelie
Urbain Cancelier;TRUE;;Cast;Amelie
V2 Music;FALSE;Courtesy of;Music Department;Amelie
Valentine Aupetit;TRUE;Animaliers;Additional Crew;Amelie
Valériane de Villeneuve;TRUE;la femme qui rit;Cast;Amelie
Valérie Espagne;TRUE;Enfants;Casting Department;Amelie
Valérie Zarrouk;TRUE;Dominique Bredoteau femme;Cast;Amelie
VÉRONIQUE BOITOUT;TRUE;Coiffure;Makeup Department;Amelie
Véronique Elise;TRUE;Assistantes;Costume and Wardrobe Department;Amelie
Véronique Lambert de Guise;TRUE;Documentaliste;Additional Crew;Amelie
Véronique Zilberfain;TRUE;Graphistes 3D Matte painting;Visual Effects;Amelie
Vesna Estord;TRUE;Renforts maquillage;Makeup Department;Amelie
Victoires Productions;FALSE;(P) 2000;Miscellaneous Companies;Amelie
Victoires Productions;FALSE;;Production Companies;Amelie
VICTOIRES PRODUCTIONS;FALSE;;Production Companies;Amelie
VINCENT ARNARDI;TRUE;Mixage;Sound Department;Amelie
Virginie Duranteau;TRUE;Renforts coiffure;Makeup Department;Amelie
Vlasta Kostic;TRUE;Ãlectriciens;Camera and Electrical Department;Amelie
Volker Schaefer;TRUE;Chef dÃ©corateur;Production Designers;Amelie
Warner Chappell Music France s.a.;FALSE;droits transfÃ©rÃ©s Ã ;Music Department;Amelie
Warner Chappell Music France s.a.;FALSE;Europe nÂ°1 et RTL programmes franÃ§ais;Music Department;Amelie
Warner Chappell Music France s.a.;FALSE;Europe nÂ°1 et RTL programmes franÃ§ais:;Music Department;Amelie
Warner Chappell Music France S.A.;FALSE;;Music Department;Amelie
Wolfgang Gobsberg;TRUE;Constructeurs;Art Department;Amelie
Xavier Fourmond;TRUE;Chef de projet compositing;Visual Effects;Amelie
Yann Gonsard;TRUE;AssistÃ©s de;Visual Effects;Amelie
Yann Malcor;TRUE;PrÃ©montage archives;Editorial Department;Amelie
YANN TIERSEN;TRUE;Musique;Composers;Amelie
Yann Tiersen;TRUE;Tous les morceaux sont composÃ©s & interprÃ©tÃ©s par;Music Department;Amelie
Yolande Moreau;TRUE;;Cast;Amelie
Yvan Lucas;TRUE;Consultant couleur;Color Department;Amelie
Yves Domexjoud;TRUE;;Special Effects;Amelie
Yves Kohen;TRUE;Ãlectriciens;Camera and Electrical Department;Amelie
Yves Quehec;TRUE;Ãlectriciens;Camera and Electrical Department;Amelie
Zuzanna Noirbert;TRUE;Stagiaires;Additional Crew;Amelie
A. D. FLOWERS;TRUE;Special Effects Coordinators;Special Effects;Apocalypse Now
ABIGAIL ABBUEHL;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
ABKCO RECORDS, INC.;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now
AIRTO MOREIRA;TRUE;Music Production Assistance;Music Department;Apocalypse Now
ALBERT HALL;TRUE;Chief;Cast;Apocalypse Now
ALBERT HALL;TRUE;;Cast;Apocalypse Now
ALEX TAVOULARIS;TRUE;Production Illustrators;Art Department;Apocalypse Now
ALFREDO MARCHETTI;TRUE;Key Grip;Camera and Electrical Department;Apocalypse Now
AMERICAN ZOETROPE;FALSE;;Miscellaneous Companies;Apocalypse Now
ANAHID NAZARIAN;TRUE;Archivists;Additional Crew;Apocalypse Now
ANDREW AARON;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
ANDREW MOORE;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
ANGELO GRAHAM;TRUE;Art Director;Art Directors;Apocalypse Now
ARTHUR COBURN;TRUE;Assistant Film Editors;Editorial Department;Apocalypse Now
ASYLUM RECORDS;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now
AURORE CLEMENT;TRUE;Roxanne Sarrault;Cast;Apocalypse Now
AURORE CLEMENT;TRUE;;Cast;Apocalypse Now
BARBARA ELLIS;TRUE;Apprentice Sound Editors;Sound Department;Apocalypse Now
BARBARA MARKS;TRUE;Post Production Coordinators;Editorial Department;Apocalypse Now
BARBARA McBANE;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now
BARBARA PARKER;TRUE;Production Assistants;Production Department;Apocalypse Now
BARRIE OSBORNE;TRUE;Production Managers;Production Managers;Apocalypse Now
BERNARD L. KRAUSE;TRUE;Synthesists;Music Department;Apocalypse Now
BILL GRAHAM;TRUE;Agent;Cast;Apocalypse Now
BILLY KREUTZMANN;TRUE;;Music Department;Apocalypse Now
BLACKIE MALKIN;TRUE;Additional Editors;Editorial Department;Apocalypse Now
BO BYERS;TRUE;Sergeant MP #1;Cast;Apocalypse Now
BOB SCAIFE;TRUE;Construction Foreman;Art Department;Apocalypse Now
BRETT DICKER;TRUE;Foreign Publicity Coordinator;Publicity;Apocalypse Now
BRIAN SARVIS;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now
BRIAN WILSON;TRUE;"""SURFIN' SAFARI"" By";Soundtrack;Apocalypse Now
CALEB DESCHANEL;TRUE;Insert Director of Photography;Camera and Electrical Department;Apocalypse Now
CARMINE COPPOLA;TRUE;Music by;Composers;Apocalypse Now
CATHERINE CRAIG;TRUE;Archivists;Additional Crew;Apocalypse Now
CHARLES ESPOSITO;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
CHAS GERRETSEN;TRUE;Still Photographers;Camera and Electrical Department;Apocalypse Now
CHRISTIAN MARQUAND;TRUE;Hubert DeMarais;Cast;Apocalypse Now
CHRISTIAN MARQUAND;TRUE;;Cast;Apocalypse Now
CHRISTOPHER NEDDERSON;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
CHRYSTEL LE PELLETIER;TRUE;Claudine;Cast;Apocalypse Now
CHUCK WATERS;TRUE;Stuntmen;Stunts;Apocalypse Now
CLIFFORD LATIMER;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
COLIN MICHAEL KITCHENS;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
COLLEEN CAMP;TRUE;Playmate;Cast;Apocalypse Now
COLLEEN CAMP;TRUE;;Cast;Apocalypse Now
CYNTHIA WOOD;TRUE;Playmate of the Year;Cast;Apocalypse Now
CYNTHIA WOOD;TRUE;;Cast;Apocalypse Now
DAIN FRITZ;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DALE GRAHN;TRUE;Color Timer;Color Department;Apocalypse Now
DALE HAWKINS;TRUE;"""SUZIE Q"" By";Soundtrack;Apocalypse Now
DALE STRUMPELL;TRUE;Re-Recordists;Sound Department;Apocalypse Now
DAMIEN LEAKE;TRUE;Machine Gunner;Cast;Apocalypse Now
DANIEL GLEICH;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DANIEL KIEWIT;TRUE;Major from New Jersey;Cast;Apocalypse Now
DAVE DAVIES;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now
DAVID BUTLER;TRUE;Aerial Cameraman;Camera and Electrical Department;Apocalypse Now
DAVID CARROLL;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DAVID JONES;TRUE;Aerial Coordinators;Stunts;Apocalypse Now
DAVID NOWELL;TRUE;Assistant Cameramen;Camera and Electrical Department;Apocalypse Now
DAVID OLIVIER;TRUE;Christian DeMarais;Cast;Apocalypse Now
DAVID PARKER;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DAVID RUBINSON;TRUE;Music Produced by;Music Department;Apocalypse Now
DAVID ST. ANA;TRUE;Special Effects Men;Special Effects;Apocalypse Now
DAVID WIRT;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DEAN TAVOULARIS;TRUE;Production Designer;Production Designers;Apocalypse Now
DEBORAH FINE;TRUE;U.S. Production Liaison and Research;Additional Crew;Apocalypse Now
DECCA RECORD COMPANY LTD;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now
DENISE COONEY;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DENISE THORP;TRUE;Apprentice Sound Editors;Sound Department;Apocalypse Now
DENNIS GASSNER;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DENNIS HOLLIS;TRUE;Transportation Coordinators;Transportation Department;Apocalypse Now
DENNIS HOPPER;TRUE;and;Cast;Apocalypse Now
DENNIS HOPPER;TRUE;Photo Journalist;Cast;Apocalypse Now
DENNIS JAKOB;TRUE;Creative Consultant;Additional Crew;Apocalypse Now
DENNIS JUBAN;TRUE;Philippine Military Liaison;Additional Crew;Apocalypse Now
DENNIS M. FILL;TRUE;Costumers;Costume and Wardrobe Department;Apocalypse Now
DENNIS MURPHY;TRUE;Marine Coordinators;Special Effects;Apocalypse Now
DICK WHITE;TRUE;Aerial Coordinators;Stunts;Apocalypse Now
DICK WHITE;TRUE;Helicopter Pilot;Cast;Apocalypse Now
DICK WHITE;TRUE;Military Advisors;Additional Crew;Apocalypse Now
CHARLES E. JAMES;TRUE;Costume Supervisor;Costume and Wardrobe Department;Apocalypse Now
DOLBY DIGITAL;FALSE;;Miscellaneous Companies;Apocalypse Now
DON PRESTON;TRUE;Synthesists;Music Department;Apocalypse Now
DONAH J. BASSETT & ASSOCIATES;FALSE;Negative Cutter;Miscellaneous Companies;Apocalypse Now
DONALD KAUFMAN;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DOUG CLAYBOURNE;TRUE;Post Production Coordinators;Editorial Department;Apocalypse Now
DOUG CLAYBOURNE;TRUE;Special Assistant to the Producers;Production Department;Apocalypse Now
DOUG MADISON;TRUE;Property Master;Property Department;Apocalypse Now
DOUG RYAN;TRUE;Military Advisors;Additional Crew;Apocalypse Now
DOUGLAS CROSS;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DOUGLAS HEMPHILL;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
DTS;FALSE;;Miscellaneous Companies;Apocalypse Now
E. BROADWATER;TRUE;"""SUZIE Q"" By";Soundtrack;Apocalypse Now
ED GOLDFARB;TRUE;Music Arrangement;Music Department;Apocalypse Now
EDDIE AYAY;TRUE;Special Effects Men;Special Effects;Apocalypse Now
EDDIE ROMERO;TRUE;Hemisphere Productions;Additional Crew;Apocalypse Now
EFREN LAPID;TRUE;Camera Assistants;Camera and Electrical Department;Apocalypse Now
ELEANOR COPPOLA;TRUE;Documentarian;Additional Crew;Apocalypse Now
ELEKTRA;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now
ENRICO UMETELLI;TRUE;Camera Operator;Camera and Electrical Department;Apocalypse Now
ERICH STRATMAN;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now
ERNESTO NOVELLI;TRUE;Supervising Color Technicians;Color Department;Apocalypse Now
ERNST GOLDSCHMIDT;TRUE;Foreign Producer's Representative;Sales Representatives / ISA;Apocalypse Now
ETHAN DERNER;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now
ETHAN DERNER;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now
EVA GARDOS;TRUE;Montagnard Tribesmen Casting;Casting Department;Apocalypse Now
EVAN LOTTMAN;TRUE;Additional Editors;Editorial Department;Apocalypse Now
EVERETT MOORE;TRUE;Apprentice Sound Editor;Sound Department;Apocalypse Now
FATHER ELIAS;TRUE;Catholic Priest;Cast;Apocalypse Now
FLASH CADILLAC;FALSE;Performed by;Miscellaneous Companies;Apocalypse Now
FLORA PURIM;TRUE;Special Thanks to;Thanks;Apocalypse Now
FRANCESCA RIVIERE;TRUE;U.S. Production Secretary;Production Department;Apocalypse Now
FRANCIS FORD COPPOLA;TRUE;Directed by;Directors;Apocalypse Now
FRANCIS FORD COPPOLA;TRUE;Music by;Composers;Apocalypse Now
FRANCIS FORD COPPOLA;TRUE;Produced by;Producers;Apocalypse Now
FRANCIS FORD COPPOLA;TRUE;Produced by;Producers;Apocalypse Now
FRANCIS FORD COPPOLA;TRUE;Written by;Writers;Apocalypse Now
FRANCK VILLARD;TRUE;Gaston DeMarais;Cast;Apocalypse Now
FRANKLIN SIMEONE;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
FRED C. BLAU JR.;TRUE;Makeup;Makeup Department;Apocalypse Now
FRED REXER, JR.;TRUE;Military Advisors;Additional Crew;Apocalypse Now
FRED ROOS;TRUE;Co-Produced by;Producers;Apocalypse Now
FREDERIC FORREST;TRUE;Also Starring;Cast;Apocalypse Now
FREDERIC FORREST;TRUE;Chef;Cast;Apocalypse Now
G.D. SPRADLIN;TRUE;Co-Starring;Cast;Apocalypse Now
G.D. SPRADLIN;TRUE;General;Cast;Apocalypse Now
GABE SUMNER;TRUE;Campaign Coordinator;Publicity;Apocalypse Now
GARY FETTIS;TRUE;Leadman;Set Decorators;Apocalypse Now
GEORGE BERNDT;TRUE;ADR Editor;Sound Department;Apocalypse Now
GEORGE BERNOT;TRUE;Associate Editor;Editorial Department;Apocalypse Now
GEORGE CANTERO;TRUE;Soldier with Suitcase;Cast;Apocalypse Now
GEORGE LITTLE;TRUE;Costumers;Costume and Wardrobe Department;Apocalypse Now
GEORGE R. NELSON;TRUE;Set Decorator;Set Decorators;Apocalypse Now
GERALD B. GREENBERG;TRUE;Editors;Editors;Apocalypse Now
GIAN-CARLO COPPOLA;TRUE;Gilles DeMarais;Cast;Apocalypse Now
GILBERT RENKENS;TRUE;French Soldier #2;Cast;Apocalypse Now
GIUSEPPE ALBERTI;TRUE;Camera Assistants;Camera and Electrical Department;Apocalypse Now
GLENN KASPRZYCKI;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now
GLENN WALKEN;TRUE;Lt. Carlsen;Cast;Apocalypse Now
GRAY FREDERICKSON;TRUE;Co-Produced by;Producers;Apocalypse Now
GREG ERRICO;TRUE;;Music Department;Apocalypse Now
GUILD MUSIC (BMI);FALSE;C/O ORIGINAL SOUND ENTERTAINMENT;Miscellaneous Companies;Apocalypse Now
GWEN M. LUCAS;TRUE;Assistant Production Controller;Production Finance and Accounting;Apocalypse Now
HARRIS LIEBOWITZ;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now
HARRISON FORD;TRUE;Colonel;Cast;Apocalypse Now
HARRISON FORD;TRUE;Co-Starring;Cast;Apocalypse Now
HATTIE JAMES;TRUE;Clean's Mother (Voice);Cast;Apocalypse Now
HEIG BECK;TRUE;Casting Assistants;Casting Department;Apocalypse Now
HENRI SADARDIEL;TRUE;French Soldier #1;Cast;Apocalypse Now
HERB RICE;TRUE;Roach;Cast;Apocalypse Now
HIRO NARITA;TRUE;Insert Camera Operator;Camera and Electrical Department;Apocalypse Now
HOWIE STEIN;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now
IRWIN YABLANS;TRUE;U.S. & Canadian Producer's Representative;Sales Representatives / ISA;Apocalypse Now
JACK ENGLISH;TRUE;Location Coordinator;Location Managers;Apocalypse Now
JACK FRITZ;TRUE;Executive Assistants;Production Department;Apocalypse Now
JACK JACOBSEN;TRUE;Production Recordists;Sound Department;Apocalypse Now
JACK THIBEAU;TRUE;Soldier in Trench;Cast;Apocalypse Now
JACK YOUNG;TRUE;Makeup;Makeup Department;Apocalypse Now
JAMES A. BORGARDT;TRUE;Dialogue Editors;Sound Department;Apocalypse Now
JAMES CASEY;TRUE;Sculptor;Art Department;Apocalypse Now
JAMES HILL;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
JAMES KEANE;TRUE;Kilgore's Gunner;Cast;Apocalypse Now
JAMES LEVINE;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now
JAMES MILLER;TRUE;Production and Post Production Facilities Furnished Through;Additional Crew;Apocalypse Now
